3.378106 48.000000
6.689259 48.250000
9.364145 45.666667
12.361595 45.125000
15.019132 44.100000
17.505490 43.000000
19.769736 41.857143
22.210621 41.125000
24.043348 39.722222
26.611761 39.500000
28.513754 38.500000
30.570449 37.875000
32.372802 37.076923
34.047243 36.142857
35.803109 35.466667
37.271814 34.656250
38.306407 33.588235
39.238823 32.527778
40.195195 31.657895
41.291573 30.925000
42.069895 30.000000
43.151844 29.363636
44.181572 28.782609
45.672299 27.420000
46.383851 26.807692
47.632786 25.607143
48.432275 25.155172
49.069990 24.666667
50.587281 23.843750
51.318228 23.469697
52.375757 22.642857
53.141423 21.743243
54.355559 21.102564
55.464546 20.475610
56.014931 20.178571
57.171338 19.288889
58.019134 18.765957
59.039656 18.357143
60.004098 17.931373
61.100446 17.009091
62.028530 16.135593
63.258949 15.436508
64.116963 14.723881
65.095877 13.937500
66.101557 13.427632
67.010245 12.796296
68.066422 11.977273
69.001182 11.252632
70.121588 10.737624
71.094586 9.909910
72.066738 9.453390
73.028864 8.637405
74.059056 7.650000
75.013278 7.045455
76.037172 6.445355
77.007148 5.972500
78.030486 5.552752
79.002696 5.057851
80.006494 4.749042
81.033108 4.202341
82.006987 3.891437
83.013339 3.369452
84.028089 3.001147
85.011309 2.593933
86.015787 2.225914
87.007294 1.927557
88.011209 1.517680
89.015317 1.194755
90.010868 0.763029
