0 0.0 0
0 0.0 0
0 0.05 0
0 0.05 0
0 0.1 0
0 0.1 0
0 0.15 0
0 0.15 0
0 0.2 0
0 0.2 0
0 0.25 0
0 0.25 0
0 0.3 0
0 0.3 0
0 0.35 0
0 0.35 0
0 0.4 0
0 0.4 0
0 0.45 0
0 0.45 0
0 0.5 0
0 0.5 0
0 0.0 0
0 0.0 13.8367
0 0.05 13.8367
0 0.05 14.1422
0 0.1 14.1422
0 0.1 14.5747
0 0.15 14.5747
0 0.15 14.9289
0 0.2 14.9289
0 0.2 15.2958
0 0.25 15.2958
0 0.25 15.6073
0 0.3 15.6073
0 0.3 15.8419
0 0.35 15.8419
0 0.35 16.0785
0 0.4 16.0785
0 0.4 16.3115
0 0.45 16.3115
0 0.45 16.4922
0 0.5 16.4922
0 0.5 0

1 0.0 0
1 0.0 13.8367
1 0.05 13.8367
1 0.05 14.1422
1 0.1 14.1422
1 0.1 14.5747
1 0.15 14.5747
1 0.15 14.9289
1 0.2 14.9289
1 0.2 15.2958
1 0.25 15.2958
1 0.25 15.6073
1 0.3 15.6073
1 0.3 15.8419
1 0.35 15.8419
1 0.35 16.0785
1 0.4 16.0785
1 0.4 16.3115
1 0.45 16.3115
1 0.45 16.4922
1 0.5 16.4922
1 0.5 0

1 0.0 0
1 0.0 13.8437
1 0.05 13.8437
1 0.05 14.4467
1 0.1 14.4467
1 0.1 14.8659
1 0.15 14.8659
1 0.15 15.3071
1 0.2 15.3071
1 0.2 15.8467
1 0.25 15.8467
1 0.25 16.1944
1 0.3 16.1944
1 0.3 16.5039
1 0.35 16.5039
1 0.35 17.3557
1 0.4 17.3557
1 0.4 17.1495
1 0.45 17.1495
1 0.45 17.4023
1 0.5 17.4023
1 0.5 0

2 0.0 0
2 0.0 13.8437
2 0.05 13.8437
2 0.05 14.4467
2 0.1 14.4467
2 0.1 14.8659
2 0.15 14.8659
2 0.15 15.3071
2 0.2 15.3071
2 0.2 15.8467
2 0.25 15.8467
2 0.25 16.1944
2 0.3 16.1944
2 0.3 16.5039
2 0.35 16.5039
2 0.35 17.3557
2 0.4 17.3557
2 0.4 17.1495
2 0.45 17.1495
2 0.45 17.4023
2 0.5 17.4023
2 0.5 0

2 0.0 0
2 0.0 14.2723
2 0.05 14.2723
2 0.05 14.9383
2 0.1 14.9383
2 0.1 15.4166
2 0.15 15.4166
2 0.15 15.7321
2 0.2 15.7321
