0 0.45 0
0 0.45 0
0 0.5 0
0 0.5 0
0 0.55 0
0 0.55 0
0 0.6 0
0 0.6 0
0 0.65 0
0 0.65 0
0 0.7 0
0 0.7 0
0 0.75 0
0 0.75 0
0 0.8 0
0 0.8 0
0 0.85 0
0 0.85 0
0 0.9 0
0 0.9 0
0 0.95 0
0 0.95 0
0 0.45 0
0 0.45 16.4922
0 0.5 16.4922
0 0.5 16.3908
0 0.55 16.3908
0 0.55 16.5313
0 0.6 16.5313
0 0.6 16.5785
0 0.65 16.5785
0 0.65 16.808
0 0.7 16.808
0 0.7 16.8442
0 0.75 16.8442
0 0.75 16.7252
0 0.8 16.7252
0 0.8 16.8487
0 0.85 16.8487
0 0.85 16.9011
0 0.9 16.9011
0 0.9 17.0269
0 0.95 17.0269
0 0.95 0

1 0.45 0
1 0.45 16.4922
1 0.5 16.4922
1 0.5 16.3908
1 0.55 16.3908
1 0.55 16.5313
1 0.6 16.5313
1 0.6 16.5785
1 0.65 16.5785
1 0.65 16.808
1 0.7 16.808
1 0.7 16.8442
1 0.75 16.8442
1 0.75 16.7252
1 0.8 16.7252
1 0.8 16.8487
1 0.85 16.8487
1 0.85 16.9011
1 0.9 16.9011
1 0.9 17.0269
1 0.95 17.0269
1 0.95 0

1 0.45 0
1 0.45 17.4023
1 0.5 17.4023
1 0.5 17.5644
1 0.55 17.5644
1 0.55 17.7124
1 0.6 17.7124
1 0.6 17.7723
1 0.65 17.7723
1 0.65 17.897
1 0.7 17.897
1 0.7 18.015
1 0.75 18.015
1 0.75 18.102
1 0.8 18.102
1 0.8 18.2249
1 0.85 18.2249
1 0.85 18.3627
1 0.9 18.3627
1 0.9 18.5227
1 0.95 18.5227
1 0.95 0

2 0.45 0
2 0.45 17.4023
2 0.5 17.4023
2 0.5 17.5644
2 0.55 17.5644
2 0.55 17.7124
2 0.6 17.7124
2 0.6 17.7723
2 0.65 17.7723
2 0.65 17.897
2 0.7 17.897
2 0.7 18.015
2 0.75 18.015
2 0.75 18.102
2 0.8 18.102
2 0.8 18.2249
2 0.85 18.2249
2 0.85 18.3627
2 0.9 18.3627
2 0.9 18.5227
2 0.95 18.5227
2 0.95 0

