1.315989 18.000000
2.594815 18.000000
4.740921 22.000000
6.143685 21.500000
7.520856 21.400000
8.790502 21.000000
9.735747 20.000000
10.259906 18.500000
10.948966 17.555556
11.478898 16.600000
12.253376 16.090909
12.800061 15.416667
13.200187 14.692308
13.740695 14.142857
14.045740 13.533333
14.171230 12.812500
14.687964 12.470588
15.526861 12.444444
15.689559 11.947368
16.201598 11.750000
16.522111 11.380952
17.030736 11.227273
17.358343 10.956522
17.789295 10.750000
18.214270 10.560000
18.341193 10.230769
18.460241 9.925926
18.800749 9.750000
19.032434 9.517241
19.157925 9.266667
19.354353 9.064516
19.726969 8.968750
19.726969 8.696970
20.013712 8.558824
20.162064 8.371429
20.217619 8.166667
20.427937 8.027027
20.499365 7.842105
20.676288 7.692308
20.885812 7.575000
21.112003 7.463415
21.403168 7.380952
21.474597 7.232558
21.617454 7.113636
21.617454 6.955556
21.700787 6.826087
21.877710 6.723404
22.214590 6.687500
22.336019 6.591837
22.371733 6.480000
22.526495 6.392157
22.526495 6.269231
22.688832 6.188679
22.688832 6.074074
23.078255 6.054545
23.078255 5.946429
23.351012 5.912281
23.351012 5.810345
23.649363 5.779661
23.649363 5.683333
23.741995 5.622951
23.791995 5.548387
23.791995 5.460317
23.791995 5.375000
23.791995 5.292308
23.791995 5.212121
23.930090 5.164179
24.049138 5.117647
24.096757 5.057971
24.168186 5.000000
24.209852 4.943662
24.293186 4.888889
24.293186 4.821918
24.370109 4.770270
24.428932 4.720000
24.428932 4.657895
24.577284 4.623377
24.798712 4.602564
24.920935 4.569620
25.070935 4.537500
25.201187 4.506173
25.326677 4.475610
25.410010 4.433735
25.410010 4.380952
25.535500 4.352941
25.711096 4.337209
25.788019 4.298851
25.850519 4.261364
25.850519 4.213483
25.933852 4.177778
25.933852 4.131868
25.933852 4.086957
25.933852 4.043011
25.933852 4.000000
26.000519 3.968421
26.000519 3.927083
26.050519 3.896907
26.050519 3.857143
26.121947 3.828283
26.121947 3.790000
26.248931 3.772277
26.311431 3.745098
26.311431 3.708738
26.311431 3.673077
26.373931 3.647619
26.373931 3.613208
26.450855 3.588785
26.450855 3.555556
26.586601 3.541284
26.586601 3.509091
26.716853 3.495495
26.788282 3.473214
26.823996 3.451327
26.823996 3.421053
26.921218 3.408696
26.921218 3.379310
26.921218 3.350427
26.921218 3.322034
26.921218 3.294118
26.921218 3.266667
26.983718 3.247934
26.983718 3.221311
26.983718 3.195122
26.983718 3.169355
26.983718 3.144000
