5.419013 29.032258
8.630739 23.655914
12.037037 21.505376
13.428913 18.010753
15.286312 16.559140
17.203874 15.412186
18.646527 14.285714
19.947090 13.440860
20.905871 12.544803
21.515190 11.612903
22.152671 10.850440
23.998549 10.663082
24.572026 10.008271
25.199266 9.523810
26.455026 9.318996
26.670080 8.803763
26.670080 8.285895
27.153951 7.945042
28.121693 7.809847
28.454514 7.526882
28.669568 7.219662
28.669568 6.891496
28.938385 6.638616
29.601468 6.496416
30.139102 6.322581
30.139102 6.079404
30.686977 5.973716
30.821386 5.798771
32.068186 5.821283
32.498293 5.698925
32.928401 5.584461
33.457075 5.510753
33.779655 5.408928
34.138078 5.313093
34.406895 5.192012
34.621949 5.077658
34.621949 4.940424
34.621949 4.810413
34.621949 4.687069
